BOROUGH,LATITUDE,LONGITUDE,HOUR,DAY_OF_WEEK,MONTH,IS_WEEKEND,IS_RUSH_HOUR,CONTRIBUTING FACTOR VEHICLE 1,VEHICLE TYPE CODE 1,TARGET
MANHATTAN,40.757828,-73.99308,2,3,9,0,0,Turning Improperly,E-Bike,1
BROOKLYN,40.64022,-74.00226,14,5,4,1,0,Unspecified,Bike,0
,,,16,2,9,0,1,Failure to Yield Right-of-Way,,0
BRONX,40.8223063,-73.9148433,14,1,8,0,0,Unspecified,PASSENGER VEHICLE,0
,40.788357,-73.97453,19,1,7,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
QUEENS,40.768436,-73.91996,9,2,6,0,1,Unspecified,Motorcycle,0
,,,14,0,11,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0
,40.67066,-73.904205,22,1,7,0,0,Unspecified,Sedan,1
QUEENS,40.7657317,-73.9264388,22,1,5,0,0,Unspecified,UNKNOWN,0
QUEENS,40.59298,-73.78905,16,2,7,0,1,Unspecified,Sedan,0
BROOKLYN,40.689407,-73.913956,16,2,12,0,1,Failure to Yield Right-of-Way,E-Scooter,1
BROOKLYN,40.701424,-73.94307,19,1,8,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
BRONX,40.830986,-73.91139,12,2,3,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BRONX,40.8246558,-73.8919289,8,2,3,0,1,Passenger Distraction,TAXI,1
QUEENS,40.708115,-73.908226,14,0,12,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
,40.534267,-74.15398,17,3,3,0,1,,,0
MANHATTAN,,,19,4,12,0,0,Driver Inattention/Distraction,E-Bike,1
BROOKLYN,40.6352332,-73.9954855,14,1,2,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0
,40.694363,-73.756165,0,0,12,0,0,,,0
BROOKLYN,40.68947,-73.96911,12,5,12,1,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.689697,-73.98296,21,1,6,0,0,Unspecified,Bike,1
MANHATTAN,40.7997602,-73.9662075,16,6,7,1,1,Unspecified,LIVERY VEHICLE,1
QUEENS,40.747734,-73.883,2,4,11,0,0,Driver Inattention/Distraction,,0
BROOKLYN,40.6936283,-73.9640543,14,2,12,0,0,Aggressive Driving/Road Rage,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.795086,-73.93281,10,3,6,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BRONX,40.839769,-73.9053847,17,1,1,0,1,Failure to Yield Right-of-Way,LIVERY VEHICLE,0
QUEENS,40.7195818,-73.7583289,17,2,7,0,1,Failure to Yield Right-of-Way,PASSENGER VEHICLE,1
BROOKLYN,40.70281,-73.9254,15,4,7,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.64485,-73.911125,4,0,4,0,0,Driver Inattention/Distraction,Sedan,1
QUEENS,40.70186,-73.88192,15,6,9,1,0,Failure to Yield Right-of-Way,Sedan,0
BRONX,40.8334301,-73.9070741,7,0,4,0,1,Unspecified,PASSENGER VEHICLE,0
MANHATTAN,40.726185,-73.98943,0,5,10,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,1
BROOKLYN,40.6639164,-73.8671489,18,2,3,0,1,Other Vehicular,SMALL COM VEH(4 TIRES) ,0
BRONX,40.82851,-73.88011,8,1,1,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.762527,-73.93805,0,3,11,0,0,,,0
BROOKLYN,40.70412,-73.947876,15,2,9,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.660892,-73.88522,17,0,3,0,1,Other Vehicular,Bike,1
MANHATTAN,40.7301223,-73.989468,20,1,9,0,0,Unspecified,TAXI,0
STATEN ISLAND,40.61408,-74.072464,18,2,11,0,1,,,0
,40.72762,-73.85457,16,2,9,0,1,Backing Unsafely,Station Wagon/Sport Utility Vehicle,1
MANHATTAN,40.7521974,-73.9818237,21,2,6,0,0,Prescription Medication,OTHER,1
BRONX,40.84183,-73.88389,13,4,9,0,0,Failure to Yield Right-of-Way,Sedan,0
MANHATTAN,40.84984,-73.934975,11,5,10,1,0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.650856,-73.9486,18,0,10,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,1
,40.636265,-73.94802,19,4,1,0,0,Failure to Yield Right-of-Way,Sedan,0
BROOKLYN,40.674072,-73.863,7,6,11,1,1,Driver Inattention/Distraction,E-Bike,1
,40.831196,-73.90026,23,6,6,1,0,Failure to Yield Right-of-Way,Sedan,0
QUEENS,40.757523,-73.82914,5,0,6,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.7202914,-73.9572253,7,5,10,1,1,Driver Inattention/Distraction,UNKNOWN,0
,40.748848,-73.872375,14,0,12,0,0,Backing Unsafely,Bike,1
MANHATTAN,40.73398,-73.98669,23,0,8,0,0,View Obstructed/Limited,Sedan,1
BROOKLYN,40.5769981,-73.9683829,16,0,5,0,1,Passenger Distraction,PASSENGER VEHICLE,1
BROOKLYN,40.684128,-73.97972,13,2,3,0,0,Driver Inattention/Distraction,Sedan,1
BROOKLYN,40.6513697,-73.9559072,14,5,1,1,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0
BRONX,40.843464,-73.83683,17,2,5,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.797306,-73.93446,17,4,8,0,1,Driver Inattention/Distraction,Sedan,1
MANHATTAN,40.761658,-73.986565,18,6,7,1,1,,,0
MANHATTAN,40.798622,-73.94163,11,5,11,1,0,Unspecified,Station Wagon/Sport Utility Vehicle,1
BRONX,40.82359,-73.909004,15,4,7,0,0,,,0
QUEENS,40.7061629,-73.8760347,18,3,12,0,1,Unspecified,PASSENGER VEHICLE,0
STATEN ISLAND,40.5417455,-74.2069916,19,1,2,0,0,Unspecified,PASSENGER VEHICLE,0
MANHATTAN,40.7463,-73.971664,17,3,11,0,1,Backing Unsafely,,0
BRONX,40.843002,-73.90359,22,5,3,1,0,View Obstructed/Limited,Bus,1
BROOKLYN,40.633606,-73.94775,21,0,6,0,0,Backing Unsafely,4 dr sedan,0
MANHATTAN,40.71997,-73.98657,14,1,3,0,0,Unspecified,Taxi,0
BROOKLYN,40.63693,-73.91109,21,1,3,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.742237,-73.855095,16,0,10,0,1,Driver Inattention/Distraction,Sedan,0
MANHATTAN,40.759453,-73.981316,8,4,7,0,1,Unspecified,Pick-up Truck,1
,40.70648,-73.96375,7,2,2,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.68708,-73.913895,20,4,12,0,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.69684,-73.98707,8,2,9,0,1,Failure to Yield Right-of-Way,Bike,1
,40.76044,-73.804924,17,3,3,0,1,Following Too Closely,Station Wagon/Sport Utility Vehicle,1
QUEENS,40.733315,-73.80786,17,6,1,1,1,Unspecified,Pick-up Truck,0
,40.748837,-73.98952,6,2,7,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,0
QUEENS,40.598206,-73.748146,15,3,9,0,0,Driver Inattention/Distraction,,0
,,,6,1,11,0,0,Unspecified,Sedan,0
BRONX,40.821503,-73.89688,21,1,12,0,0,Unspecified,Sedan,0
BROOKLYN,40.634083,-73.915474,22,1,2,0,0,Unspecified,Sedan,0
,40.61312,-73.9894,16,3,5,0,1,Traffic Control Disregarded,Sedan,1
BROOKLYN,40.664654,-73.931526,18,3,1,0,1,Passenger Distraction,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.60345,-74.009,19,2,11,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.63982,-73.919426,5,5,12,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,E-Bike,1
,40.687244,-73.95469,20,2,1,0,0,Failure to Yield Right-of-Way,Sedan,0
BRONX,40.844063,-73.921,11,0,9,0,0,Driver Inattention/Distraction,Taxi,0
BROOKLYN,40.701797,-73.94055,13,6,5,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.61979,-73.99321,7,6,11,1,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6936492,-73.9833217,21,3,7,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0
QUEENS,40.72294,-73.80019,6,1,5,0,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.6781627,-73.8974769,20,1,3,0,0,Unspecified,UNKNOWN,0
BROOKLYN,,,12,0,6,0,0,Unspecified,2 dr sedan,1
BROOKLYN,40.66059,-73.931335,15,2,6,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4 dr sedan,0
BROOKLYN,40.651005,-73.94571,17,2,8,0,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.633644,-73.96395,9,3,11,0,1,Unspecified,Pick-up Truck,0
BROOKLYN,40.689697,-73.97511,17,2,11,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
,,,17,5,8,1,1,Driver Inattention/Distraction,PASSENGER VEHICLE,1
MANHATTAN,40.77043,-73.96012,16,4,4,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.664738,-73.923225,19,4,9,0,0,Unspecified,Sedan,0
BROOKLYN,40.666595,-73.87176,8,6,11,1,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
,40.656063,-73.93957,18,6,2,1,1,Driver Inattention/Distraction,,0
BRONX,40.898113,-73.85344,20,3,9,0,0,Following Too Closely,,0
BRONX,40.832706,-73.90506,20,1,3,0,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.647224,-73.911766,20,1,3,0,0,Failure to Yield Right-of-Way,Sedan,1
BROOKLYN,40.6803904,-73.949557,2,5,8,1,0,Unspecified,PASSENGER VEHICLE,0
BRONX,40.8730134,-73.8555401,15,3,1,0,0,Driver Inexperience,PASSENGER VEHICLE,0
,40.691666,-73.76239,11,1,6,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BRONX,0.0,0.0,17,1,12,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.7486853,-73.8739814,18,0,9,0,1,Driver Inattention/Distraction,PASSENGER VEHICLE,1
BROOKLYN,40.60507,-73.979126,19,6,12,1,0,Driver Inattention/Distraction,Pick-up Truck,0
,40.699295,-73.9543,9,4,8,0,1,Driver Inattention/Distraction,Bike,1
MANHATTAN,40.783146,-73.97833,21,3,1,0,0,Failure to Yield Right-of-Way,Sedan,0
QUEENS,0.0,0.0,21,4,10,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike,1
BRONX,40.821552,-73.90567,21,3,12,0,0,Driver Inattention/Distraction,,0
MANHATTAN,40.75991,-73.95882,21,1,8,0,0,Aggressive Driving/Road Rage,Sedan,0
BROOKLYN,40.6629439,-73.8955322,16,1,6,0,1,Failure to Yield Right-of-Way,PICK-UP TRUCK,0
,40.66408,-73.94817,19,1,2,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
BRONX,40.841484,-73.88852,21,5,10,1,0,Failure to Yield Right-of-Way,,0
,40.743126,-73.89072,14,0,12,0,0,Driver Inattention/Distraction,Sedan,0
,40.638065,-73.97735,21,2,11,0,0,Failure to Yield Right-of-Way,Sedan,0
,40.843174,-73.91196,17,2,7,0,1,Failure to Yield Right-of-Way,Sedan,0
BRONX,40.823696,-73.90894,22,5,12,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,0
BRONX,40.824707,-73.91551,10,5,10,1,0,Unspecified,Pick-up Truck,0
,40.655594,-73.94717,22,4,5,0,0,Unspecified,Sedan,1
BROOKLYN,40.7125234,-73.9383217,21,4,6,0,0,View Obstructed/Limited,PASSENGER VEHICLE,0
BROOKLYN,40.633858,-73.911446,22,1,1,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.7395242,-73.9213219,14,6,9,1,0,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.6801624,-73.893187,22,1,12,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
BROOKLYN,40.6419491,-73.9322649,16,1,1,0,1,Unspecified,SPORT UTILITY / STATION WAGON,0
BROOKLYN,40.683037,-73.96478,8,2,1,0,1,Failure to Yield Right-of-Way,Taxi,0
QUEENS,40.698406,-73.80647,15,3,6,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,1
QUEENS,40.697918,-73.75984,3,6,6,1,0,Aggressive Driving/Road Rage,4 dr sedan,0
BROOKLYN,40.68987,-73.988304,8,1,11,0,1,Backing Unsafely,Sedan,0
QUEENS,40.7018824,-73.8055164,14,0,12,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
BRONX,40.84587,-73.911446,7,3,3,0,1,Driver Inattention/Distraction,Sedan,0
BRONX,0.0,0.0,21,6,4,1,0,Passing or Lane Usage Improper,Bike,1
QUEENS,40.748127,-73.90625,13,1,10,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.71807,-73.96414,8,3,3,0,1,View Obstructed/Limited,Station Wagon/Sport Utility Vehicle,1
,,,3,0,10,0,0,Unspecified,SPORT UTILITY / STATION WAGON,1
QUEENS,40.754505,-73.87244,19,1,6,0,0,Passing or Lane Usage Improper,Sedan,0
BROOKLYN,40.66028,-73.92576,15,6,1,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,1
BRONX,40.831085,-73.86909,18,4,6,0,1,Unspecified,4 dr sedan,0
MANHATTAN,40.75995,-73.992195,16,0,12,0,1,Unspecified,Sedan,1
BRONX,40.818146,-73.89929,4,0,4,0,0,Unspecified,Sedan,1
BROOKLYN,40.707436,-73.96034,9,2,5,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
,40.69061,-73.90456,12,4,10,0,0,Unsafe Lane Changing,Bike,1
QUEENS,40.694546,-73.80211,18,1,10,0,1,Unspecified,Sedan,0
BROOKLYN,40.64759,-74.01141,7,0,9,0,1,Unspecified,Sedan,1
,,,18,6,2,1,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
,40.861862,-73.91275,12,0,5,0,0,Failure to Yield Right-of-Way,Sedan,1
BROOKLYN,40.609673,-73.96523,14,2,5,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,1
,,,15,0,7,0,0,Driver Inattention/Distraction,PICK-UP TRUCK,0
,,,5,4,2,0,0,Brakes Defective,UNKNOWN,0
BROOKLYN,,,19,1,5,0,0,Backing Unsafely,4 dr sedan,1
MANHATTAN,40.7788219,-73.953985,9,1,11,0,1,Driver Inattention/Distraction,UNKNOWN,0
QUEENS,40.731884,-73.875786,20,4,10,0,0,Failure to Yield Right-of-Way,Sedan,0
QUEENS,40.7482233,-73.8783421,5,3,8,0,0,Failure to Yield Right-of-Way,UNKNOWN,0
QUEENS,40.73769,-73.76846,18,2,8,0,1,Driver Inattention/Distraction,Sedan,1
,40.746403,-73.97973,21,3,5,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
MANHATTAN,,,13,2,6,0,0,Driver Inattention/Distraction,Bike,1
QUEENS,40.727913,-73.873245,12,0,10,0,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.690144,-73.98408,12,1,8,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
QUEENS,,,7,3,3,0,1,Unspecified,LSA,0
QUEENS,40.75338,-73.871506,19,3,11,0,0,Passing or Lane Usage Improper,Bike,0
BRONX,40.86749,-73.88323,8,3,1,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.631706,-73.94648,18,4,11,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.8126237,-73.9630147,20,6,7,1,0,Unspecified,PASSENGER VEHICLE,1
,40.740364,-73.89971,12,4,11,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
BRONX,40.826283,-73.92566,16,2,12,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.5766254,-73.9847729,15,3,2,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0
BROOKLYN,40.661606,-73.92066,21,2,4,0,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.618242,-73.9840682,12,0,8,0,0,Driver Inattention/Distraction,BUS,0
BRONX,40.84646,-73.91323,6,0,4,0,0,Unspecified,Pick-up Truck,0
BRONX,40.82497,-73.92228,8,0,3,0,1,View Obstructed/Limited,Sedan,0
MANHATTAN,40.80168,-73.94363,16,4,4,0,1,Alcohol Involvement,Sedan,0
QUEENS,40.6719,-73.734856,17,0,10,0,1,Unspecified,Sedan,0
BROOKLYN,40.683956,-73.989555,15,4,8,0,0,Unspecified,Taxi,1
BROOKLYN,40.67828,-73.91075,23,5,6,1,0,Unspecified,Sedan,1
MANHATTAN,40.7678026,-73.9559998,20,4,12,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0
,40.749844,-73.883385,19,0,4,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6038876,-74.0061726,8,1,7,0,1,Passenger Distraction,BUS,0
BROOKLYN,40.6502277,-73.9282635,13,2,3,0,0,Unspecified,UNKNOWN,0
BRONX,40.8767247,-73.9066592,15,4,8,0,0,Unspecified,UNKNOWN,0
BRONX,40.816494,-73.85061,20,4,6,0,0,View Obstructed/Limited,Pick-up Truck,0
QUEENS,40.666286,-73.785934,20,3,6,0,0,Unspecified,Dump,1
,40.776955,-73.95956,17,2,8,0,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike,0
BROOKLYN,40.68022,-73.88379,18,3,9,0,1,Unsafe Speed,Station Wagon/Sport Utility Vehicle,0
,,,16,1,11,0,1,Unspecified,PASSENGER VEHICLE,1
QUEENS,40.665257,-73.735344,20,1,3,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.593,-73.993645,22,4,2,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.60926,-73.9584,13,3,11,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.7371,-73.990326,17,4,8,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.673386,-73.77568,17,4,10,0,1,Driver Inattention/Distraction,E-Scooter,0
BROOKLYN,40.66831,-73.858696,22,1,4,0,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.61403,-73.94931,17,5,8,1,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
,40.836555,-73.94306,22,0,5,0,0,Unsafe Speed,Sedan,0
,40.72293,-73.847336,9,0,6,0,1,Driver Inattention/Distraction,Sedan,1
BRONX,,,21,1,11,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,0
BROOKLYN,40.676094,-73.904564,15,5,7,1,0,Driver Inattention/Distraction,Sedan,0
,,,14,3,5,0,0,Driver Inattention/Distraction,Flat Bed,1
,40.723648,-73.99103,16,1,11,0,1,Unspecified,Sedan,0
BROOKLYN,40.62237,-73.96473,7,2,10,0,1,Unspecified,Bike,1
BRONX,,,11,4,8,0,0,Unspecified,Bike,1
BRONX,40.8246333,-73.9105876,11,4,6,0,0,Driver Inattention/Distraction,VAN,0
QUEENS,40.74484,-73.85225,12,6,8,1,0,Driver Inattention/Distraction,Bike,1
STATEN ISLAND,40.558517,-74.16934,10,5,12,1,0,Unspecified,Pick-up Truck,0
QUEENS,40.753643,-73.90767,12,2,6,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.7058316,-73.8622647,8,0,9,0,1,Unspecified,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.7491296,-73.9882379,7,2,7,0,1,Failure to Yield Right-of-Way,TAXI,0
STATEN ISLAND,40.586494,-74.092125,21,2,6,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,1
BRONX,40.881504,-73.879364,22,2,3,0,0,Failure to Yield Right-of-Way,Sedan,1
BROOKLYN,40.6354937,-74.0095587,20,5,10,1,0,Pavement Defective,SPORT UTILITY / STATION WAGON,1
BROOKLYN,40.64214,-73.95447,16,0,3,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
,40.75829,-73.83431,19,0,11,0,0,Turning Improperly,Sedan,1
QUEENS,40.7518342,-73.8242651,21,2,12,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0
BROOKLYN,40.677708,-73.98587,23,3,2,0,0,View Obstructed/Limited,Taxi,0
BROOKLYN,40.7007672,-73.9909333,16,4,9,0,1,Failure to Yield Right-of-Way,PASSENGER VEHICLE,1
MANHATTAN,40.79668,-73.93492,12,6,6,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.743046,-73.91776,14,0,10,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.638786,-73.94538,21,1,6,0,0,Aggressive Driving/Road Rage,4 dr sedan,0
MANHATTAN,40.75045,-73.9873,21,3,8,0,0,Unspecified,Bike,1
,40.669735,-73.93104,9,3,2,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
,40.77178,-73.9792,15,1,5,0,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.674664,-73.97025,19,4,7,0,0,Driver Inattention/Distraction,Bike,1
BROOKLYN,40.671143,-73.86132,0,1,5,0,0,Driver Inattention/Distraction,Box Truck,0
QUEENS,40.7537307,-73.8850382,7,1,12,0,1,Failure to Yield Right-of-Way,BUS,0
QUEENS,40.73599,-73.86551,0,6,8,1,0,Failure to Yield Right-of-Way,Bike,1
BROOKLYN,40.649654,-73.92046,0,2,2,0,0,Unspecified,Bike,1
MANHATTAN,40.77372,-73.983826,14,2,12,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,0
STATEN ISLAND,40.611427,-74.116844,20,4,10,0,0,Unspecified,Sedan,0
BRONX,40.878773,-73.87288,15,1,4,0,0,Lost Consciousness,Sedan,0
MANHATTAN,40.783844,-73.979996,18,3,9,0,1,Failure to Yield Right-of-Way,Bike,0
,,,17,4,7,0,1,Unspecified,TAXI,1
BROOKLYN,40.6761315,-73.9219014,18,6,3,1,1,Unspecified,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.756687,-73.96117,10,2,7,0,0,Driver Inattention/Distraction,Taxi,0
BRONX,40.8779293,-73.8996495,16,4,5,0,1,Driver Inattention/Distraction,PASSENGER VEHICLE,0
BROOKLYN,40.624092,-73.981575,14,4,4,0,0,Unspecified,Sedan,0
BROOKLYN,40.7109,-73.943794,12,1,1,0,0,Failure to Yield Right-of-Way,Box Truck,0
QUEENS,40.7589746,-73.9189996,3,6,3,1,0,Prescription Medication,PASSENGER VEHICLE,1
BRONX,40.820156,-73.81901,1,4,1,0,0,Unspecified,Taxi,0
,40.69321,-73.97188,21,5,5,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.748245,-73.976295,18,2,8,0,1,Unspecified,Sedan,0
BROOKLYN,40.660294,-73.93614,17,5,5,1,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.7616074,-73.9903149,10,1,4,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,1
QUEENS,40.762173,-73.8704,21,1,8,0,0,Driver Inattention/Distraction,Bike,1
MANHATTAN,40.7286048,-74.0053146,9,5,1,1,1,Unspecified,UNKNOWN,0
QUEENS,40.751785,-73.86792,22,3,9,0,0,Unspecified,Bike,1
QUEENS,40.76085,-73.923004,13,5,10,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.652954,-74.00215,17,1,7,0,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.6056754,-73.9669612,22,1,9,0,0,Traffic Control Disregarded,UNKNOWN,0
BROOKLYN,40.6233698,-73.9894885,19,6,1,1,0,Unspecified,SPORT UTILITY / STATION WAGON,0
BROOKLYN,40.70397,-73.96002,19,2,10,0,0,Driver Inattention/Distraction,Moped,1
,40.757423,-73.92247,14,6,2,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
BRONX,,,10,2,4,0,0,Failure to Yield Right-of-Way,4 dr sedan,0
BROOKLYN,40.710827,-73.94038,15,5,10,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,1
QUEENS,40.74869,-73.85772,14,0,10,0,0,Unspecified,Sedan,0
,40.79793,-73.934,13,3,12,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,1
BROOKLYN,40.659817,-73.98785,15,5,5,1,0,Failure to Yield Right-of-Way,Taxi,0
QUEENS,40.7632002,-73.9210809,22,6,10,1,0,Unspecified,PICK-UP TRUCK,0
,40.71406,-73.95292,14,1,9,0,0,Failure to Yield Right-of-Way,Sedan,1
BROOKLYN,40.5842341,-73.9320426,20,1,10,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0
QUEENS,40.766273,-73.93073,11,5,3,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
,40.685723,-73.8573737,7,6,10,1,1,Alcohol Involvement,Pick-up Truck,0
MANHATTAN,40.711777,-73.99971,0,4,12,0,0,Driver Inattention/Distraction,Box Truck,1
,40.628803,-73.97403,17,1,4,0,1,Failure to Yield Right-of-Way,Sedan,0
BRONX,40.816875,-73.923004,16,1,8,0,1,,,0
BROOKLYN,40.7278406,-73.9410423,15,5,8,1,0,Backing Unsafely,PASSENGER VEHICLE,0
BROOKLYN,40.595707,-73.965065,19,2,4,0,0,Unspecified,Bike,1
BROOKLYN,40.703403,-73.917786,11,3,10,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
,40.87296,-73.87495,13,4,6,0,0,,,0
BROOKLYN,40.676487,-73.92852,22,6,5,1,0,Aggressive Driving/Road Rage,Sedan,0
MANHATTAN,40.73167,-74.00663,15,2,5,0,0,Passing or Lane Usage Improper,Bike,1
,40.818394,-73.95089,11,6,7,1,0,Unspecified,Bike,1
,40.647007,-73.96262,1,3,10,0,0,Unspecified,Sedan,1
BRONX,40.8142683,-73.9129533,10,5,4,1,0,Unspecified,SPORT UTILITY / STATION WAGON,0
BROOKLYN,40.630924,-74.003555,18,0,3,0,1,Unspecified,Sedan,0
QUEENS,40.7592322,-73.8860358,6,0,10,0,0,Unspecified,PASSENGER VEHICLE,0
BRONX,40.853474,-73.906456,9,4,7,0,1,Failure to Yield Right-of-Way,Sedan,0
BRONX,,,16,0,5,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BRONX,40.8533472,-73.881667,14,4,11,0,0,Unspecified,PICK-UP TRUCK,0
